"Module"	"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"M5"	"REACTOME_SIGNALING_BY_NODAL"	"REACTOME_SIGNALING_BY_NODAL"	"1/26"	"23/10646"	0.0547428754070427	0.148238360794227	0.103610812176176	"LEFTY2"	1
"M5"	"REACTOME_ESTROGEN_DEPENDENT_NUCLEAR_EVENTS_DOWNSTREAM_OF_ESR_MEMBRANE_SIGNALING"	"REACTOME_ESTROGEN_DEPENDENT_NUCLEAR_EVENTS_DOWNSTREAM_OF_ESR_MEMBRANE_SIGNALING"	"1/26"	"24/10646"	0.0570564106832754	0.148238360794227	0.103610812176176	"EGF"	1
"M5"	"REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR3"	"REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR3"	"1/26"	"25/10646"	0.059364500809639	0.148238360794227	0.103610812176176	"FGFR3"	1
"M5"	"REACTOME_NOTCH3_ACTIVATION_AND_TRANSMISSION_OF_SIGNAL_TO_THE_NUCLEUS"	"REACTOME_NOTCH3_ACTIVATION_AND_TRANSMISSION_OF_SIGNAL_TO_THE_NUCLEUS"	"1/26"	"25/10646"	0.059364500809639	0.148238360794227	0.103610812176176	"EGF"	1
"M5"	"REACTOME_SIGNALING_BY_EGFR_IN_CANCER"	"REACTOME_SIGNALING_BY_EGFR_IN_CANCER"	"1/26"	"25/10646"	0.059364500809639	0.148238360794227	0.103610812176176	"EGF"	1
"M5"	"REACTOME_METAL_ION_SLC_TRANSPORTERS"	"REACTOME_METAL_ION_SLC_TRANSPORTERS"	"1/26"	"26/10646"	0.0616671580903985	0.148238360794227	0.103610812176176	"CP"	1
"M5"	"REACTOME_SIGNALING_BY_ERBB2_IN_CANCER"	"REACTOME_SIGNALING_BY_ERBB2_IN_CANCER"	"1/26"	"26/10646"	0.0616671580903985	0.148238360794227	0.103610812176176	"EGF"	1
"M5"	"REACTOME_INFECTION_WITH_MYCOBACTERIUM_TUBERCULOSIS"	"REACTOME_INFECTION_WITH_MYCOBACTERIUM_TUBERCULOSIS"	"1/26"	"27/10646"	0.0639643948031712	0.150859421705592	0.105442795802646	"LTF"	1
"M5"	"REACTOME_DIGESTION_AND_ABSORPTION"	"REACTOME_DIGESTION_AND_ABSORPTION"	"1/26"	"28/10646"	0.0662562231989829	0.152996998889105	0.106936849749859	"CHIT1"	1
"M5"	"REACTOME_DOWNREGULATION_OF_ERBB2_SIGNALING"	"REACTOME_DOWNREGULATION_OF_ERBB2_SIGNALING"	"1/26"	"29/10646"	0.0685426555023191	0.152996998889105	0.106936849749859	"EGF"	1
"M5"	"REACTOME_NEGATIVE_REGULATION_OF_FGFR3_SIGNALING"	"REACTOME_NEGATIVE_REGULATION_OF_FGFR3_SIGNALING"	"1/26"	"29/10646"	0.0685426555023191	0.152996998889105	0.106936849749859	"FGFR3"	1
"M5"	"REACTOME_SURFACTANT_METABOLISM"	"REACTOME_SURFACTANT_METABOLISM"	"1/26"	"30/10646"	0.0708237039111862	0.15531514015611	0.10855710848806	"P2RY2"	1
"M5"	"REACTOME_EGFR_DOWNREGULATION"	"REACTOME_EGFR_DOWNREGULATION"	"1/26"	"31/10646"	0.0730993805971605	0.157541768528363	0.110113404529298	"EGF"	1
"M5"	"REACTOME_CARGO_CONCENTRATION_IN_THE_ER"	"REACTOME_CARGO_CONCENTRATION_IN_THE_ER"	"1/26"	"33/10646"	0.0776346673549362	0.164480227446899	0.114963022131306	"FOLR1"	1
"M5"	"REACTOME_PLASMA_LIPOPROTEIN_REMODELING"	"REACTOME_PLASMA_LIPOPROTEIN_REMODELING"	"1/26"	"34/10646"	0.0798943016382464	0.166446461746347	0.116337316420604	"MTTP"	1
"M5"	"REACTOME_TRANSCRIPTIONAL_REGULATION_BY_THE_AP_2_TFAP2_FAMILY_OF_TRANSCRIPTION_FACTORS"	"REACTOME_TRANSCRIPTIONAL_REGULATION_BY_THE_AP_2_TFAP2_FAMILY_OF_TRANSCRIPTION_FACTORS"	"1/26"	"38/10646"	0.0888797260460066	0.18213058615985	0.127299693905411	"TFAP2C"	1
"M5"	"REACTOME_SIGNALING_BY_FGFR3"	"REACTOME_SIGNALING_BY_FGFR3"	"1/26"	"40/10646"	0.0933407385397933	0.188186972862486	0.131532789453359	"FGFR3"	1
"M5"	"REACTOME_VASOPRESSIN_REGULATES_RENAL_WATER_HOMEOSTASIS_VIA_AQUAPORINS"	"REACTOME_VASOPRESSIN_REGULATES_RENAL_WATER_HOMEOSTASIS_VIA_AQUAPORINS"	"1/26"	"43/10646"	0.09999290106238	0.198398613219008	0.138670188607812	"AQP1"	1
"M5"	"REACTOME_COLLAGEN_CHAIN_TRIMERIZATION"	"REACTOME_COLLAGEN_CHAIN_TRIMERIZATION"	"1/26"	"44/10646"	0.102199841039026	0.199609064529348	0.139516230365776	"COL21A1"	1
"M5"	"REACTOME_NEUTROPHIL_DEGRANULATION"	"REACTOME_NEUTROPHIL_DEGRANULATION"	"3/26"	"479/10646"	0.109657646350288	0.203922619710173	0.142531178407953	"LTF/ABCA13/CHIT1"	3
"M5"	"REACTOME_IRS_MEDIATED_SIGNALLING"	"REACTOME_IRS_MEDIATED_SIGNALLING"	"1/26"	"48/10646"	0.110975677982464	0.203922619710173	0.142531178407953	"FGFR3"	1
"M5"	"REACTOME_METABOLISM_OF_FAT_SOLUBLE_VITAMINS"	"REACTOME_METABOLISM_OF_FAT_SOLUBLE_VITAMINS"	"1/26"	"48/10646"	0.110975677982464	0.203922619710173	0.142531178407953	"LRAT"	1
"M5"	"REACTOME_SIGNALING_BY_NOTCH3"	"REACTOME_SIGNALING_BY_NOTCH3"	"1/26"	"49/10646"	0.113156715194434	0.203922619710173	0.142531178407953	"EGF"	1
"M5"	"REACTOME_SIGNALING_BY_EGFR"	"REACTOME_SIGNALING_BY_EGFR"	"1/26"	"50/10646"	0.115332606994466	0.203922619710173	0.142531178407953	"EGF"	1
"M5"	"REACTOME_SIGNALING_BY_ERBB2"	"REACTOME_SIGNALING_BY_ERBB2"	"1/26"	"50/10646"	0.115332606994466	0.203922619710173	0.142531178407953	"EGF"	1
"M5"	"REACTOME_AQUAPORIN_MEDIATED_TRANSPORT"	"REACTOME_AQUAPORIN_MEDIATED_TRANSPORT"	"1/26"	"52/10646"	0.119669000950968	0.203922619710173	0.142531178407953	"AQP1"	1
"M5"	"REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT"	"REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT"	"2/26"	"249/10646"	0.122842888597025	0.203922619710173	0.142531178407953	"CP/SLC47A2"	2
"M5"	"REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE"	"REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE"	"1/26"	"54/10646"	0.123984952783785	0.203922619710173	0.142531178407953	"FGFR3"	1
"M5"	"REACTOME_ION_HOMEOSTASIS"	"REACTOME_ION_HOMEOSTASIS"	"1/26"	"54/10646"	0.123984952783785	0.203922619710173	0.142531178407953	"TRDN"	1
"M5"	"REACTOME_SIGNALING_BY_PTK6"	"REACTOME_SIGNALING_BY_PTK6"	"1/26"	"54/10646"	0.123984952783785	0.203922619710173	0.142531178407953	"EGF"	1
"M5"	"REACTOME_SIGNALING_BY_TYPE_1_INSULIN_LIKE_GROWTH_FACTOR_1_RECEPTOR_IGF1R"	"REACTOME_SIGNALING_BY_TYPE_1_INSULIN_LIKE_GROWTH_FACTOR_1_RECEPTOR_IGF1R"	"1/26"	"54/10646"	0.123984952783785	0.203922619710173	0.142531178407953	"FGFR3"	1
"M5"	"REACTOME_SENSORY_PROCESSING_OF_SOUND_BY_OUTER_HAIR_CELLS_OF_THE_COCHLEA"	"REACTOME_SENSORY_PROCESSING_OF_SOUND_BY_OUTER_HAIR_CELLS_OF_THE_COCHLEA"	"1/26"	"55/10646"	0.126135291834732	0.204765084147292	0.143120016709265	"TMIE"	1
"M5"	"REACTOME_IRON_UPTAKE_AND_TRANSPORT"	"REACTOME_IRON_UPTAKE_AND_TRANSPORT"	"1/26"	"58/10646"	0.132555899791715	0.207278267946057	0.14487659991177	"CP"	1
"M5"	"REACTOME_SIGNALING_BY_ERBB4"	"REACTOME_SIGNALING_BY_ERBB4"	"1/26"	"58/10646"	0.132555899791715	0.207278267946057	0.14487659991177	"EGF"	1
"M5"	"REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION"	"REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION"	"2/26"	"261/10646"	0.132658091485476	0.207278267946057	0.14487659991177	"EGF/LEFTY2"	2
"M5"	"REACTOME_SIGNALING_BY_FGFR_IN_DISEASE"	"REACTOME_SIGNALING_BY_FGFR_IN_DISEASE"	"1/26"	"63/10646"	0.143156236277849	0.22092011771273	0.154411534906582	"FGFR3"	1
"M5"	"REACTOME_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES"	"REACTOME_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES"	"1/26"	"67/10646"	0.151546715216041	0.231016334170794	0.161468258830955	"COL21A1"	1
"M5"	"REACTOME_COPII_MEDIATED_VESICLE_TRANSPORT"	"REACTOME_COPII_MEDIATED_VESICLE_TRANSPORT"	"1/26"	"68/10646"	0.153631958188381	0.231373431006598	0.161717850724612	"FOLR1"	1
"M5"	"REACTOME_PKMTS_METHYLATE_HISTONE_LYSINES"	"REACTOME_PKMTS_METHYLATE_HISTONE_LYSINES"	"1/26"	"71/10646"	0.159858162285401	0.235085532772648	0.164312414485304	"PRDM16"	1
"M5"	"REACTOME_PLASMA_LIPOPROTEIN_ASSEMBLY_REMODELING_AND_CLEARANCE"	"REACTOME_PLASMA_LIPOPROTEIN_ASSEMBLY_REMODELING_AND_CLEARANCE"	"1/26"	"71/10646"	0.159858162285401	0.235085532772648	0.164312414485304	"MTTP"	1
"M5"	"REACTOME_EXTRA_NUCLEAR_ESTROGEN_SIGNALING"	"REACTOME_EXTRA_NUCLEAR_ESTROGEN_SIGNALING"	"1/26"	"75/10646"	0.168091292398238	0.244318738950928	0.170765939645701	"EGF"	1
"M5"	"REACTOME_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS"	"REACTOME_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS"	"2/26"	"307/10646"	0.171812601302439	0.24457203168944	0.170942977938724	"FGFR3/EGF"	2
"M5"	"REACTOME_SENSORY_PROCESSING_OF_SOUND"	"REACTOME_SENSORY_PROCESSING_OF_SOUND"	"1/26"	"77/10646"	0.172178710309366	0.24457203168944	0.170942977938724	"TMIE"	1
"M5"	"REACTOME_SIGNALING_BY_INSULIN_RECEPTOR"	"REACTOME_SIGNALING_BY_INSULIN_RECEPTOR"	"1/26"	"78/10646"	0.174215171046612	0.244684228998051	0.171021397952322	"FGFR3"	1
"M5"	"REACTOME_MAPK_FAMILY_SIGNALING_CASCADES"	"REACTOME_MAPK_FAMILY_SIGNALING_CASCADES"	"2/26"	"327/10646"	0.189430294400384	0.262210916170143	0.183271629828395	"FGFR3/EGF"	2
"M5"	"REACTOME_SIGNALING_BY_FGFR"	"REACTOME_SIGNALING_BY_FGFR"	"1/26"	"87/10646"	0.192327837430686	0.262210916170143	0.183271629828395	"FGFR3"	1
"M5"	"REACTOME_CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS"	"REACTOME_CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS"	"2/26"	"331/10646"	0.192987234301225	0.262210916170143	0.183271629828395	"APLNR/P2RY2"	2
"M5"	"REACTOME_COLLAGEN_FORMATION"	"REACTOME_COLLAGEN_FORMATION"	"1/26"	"90/10646"	0.198280045922228	0.266505438067511	0.186273274607187	"COL21A1"	1
"M5"	"REACTOME_ANTIMICROBIAL_PEPTIDES"	"REACTOME_ANTIMICROBIAL_PEPTIDES"	"1/26"	"97/10646"	0.212004955694533	0.278201903788991	0.194448488543042	"LTF"	1
"M5"	"REACTOME_METABOLISM_OF_NUCLEOTIDES"	"REACTOME_METABOLISM_OF_NUCLEOTIDES"	"1/26"	"97/10646"	0.212004955694533	0.278201903788991	0.194448488543042	"GMPR"	1
"M5"	"REACTOME_BINDING_AND_UPTAKE_OF_LIGANDS_BY_SCAVENGER_RECEPTORS"	"REACTOME_BINDING_AND_UPTAKE_OF_LIGANDS_BY_SCAVENGER_RECEPTORS"	"1/26"	"98/10646"	0.213947118093997	0.278201903788991	0.194448488543042	"MARCO"	1
"M5"	"REACTOME_SLC_TRANSPORTER_DISORDERS"	"REACTOME_SLC_TRANSPORTER_DISORDERS"	"1/26"	"99/10646"	0.215884677340257	0.278201903788991	0.194448488543042	"CP"	1
"M5"	"REACTOME_COPI_MEDIATED_ANTEROGRADE_TRANSPORT"	"REACTOME_COPI_MEDIATED_ANTEROGRADE_TRANSPORT"	"1/26"	"102/10646"	0.221669840791714	0.282742143866982	0.197621877397553	"FOLR1"	1
"M5"	"REACTOME_STIMULI_SENSING_CHANNELS"	"REACTOME_STIMULI_SENSING_CHANNELS"	"1/26"	"106/10646"	0.229319580768972	0.289544925213349	0.202376663517541	"TRDN"	1
"M5"	"REACTOME_AMYLOID_FIBER_FORMATION"	"REACTOME_AMYLOID_FIBER_FORMATION"	"1/26"	"108/10646"	0.233117289455924	0.291396611819905	0.203670894998334	"LTF"	1
"M5"	"REACTOME_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_TRANSPORT_AND_UPTAKE_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS"	"REACTOME_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_TRANSPORT_AND_UPTAKE_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS"	"1/26"	"124/10646"	0.262857874832598	0.325319152020542	0.227380965201726	"CP"	1
"M5"	"REACTOME_CARDIAC_CONDUCTION"	"REACTOME_CARDIAC_CONDUCTION"	"1/26"	"127/10646"	0.26830936362617	0.328810494639915	0.229821229937793	"TRDN"	1
"M5"	"REACTOME_FORMATION_OF_THE_CORNIFIED_ENVELOPE"	"REACTOME_FORMATION_OF_THE_CORNIFIED_ENVELOPE"	"1/26"	"129/10646"	0.271922130569105	0.330002585642117	0.230654438806701	"KRT7"	1
"M5"	"REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION_BY_GROWTH_FACTOR_RECEPTORS_AND_SECOND_MESSENGERS"	"REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION_BY_GROWTH_FACTOR_RECEPTORS_AND_SECOND_MESSENGERS"	"2/26"	"432/10646"	0.284860614626283	0.342380546425821	0.23930598192289	"FGFR3/EGF"	2
"M5"	"REACTOME_GPCR_LIGAND_BINDING"	"REACTOME_GPCR_LIGAND_BINDING"	"2/26"	"463/10646"	0.313273141758196	0.372944216378805	0.260668378605817	"APLNR/P2RY2"	2
"M5"	"REACTOME_ER_TO_GOLGI_ANTEROGRADE_TRANSPORT"	"REACTOME_ER_TO_GOLGI_ANTEROGRADE_TRANSPORT"	"1/26"	"155/10646"	0.317355089528304	0.374239492368283	0.261573708350042	"FOLR1"	1
"M5"	"REACTOME_DISORDERS_OF_TRANSMEMBRANE_TRANSPORTERS"	"REACTOME_DISORDERS_OF_TRANSMEMBRANE_TRANSPORTERS"	"1/26"	"177/10646"	0.353657564918726	0.413151360886362	0.288771056451099	"CP"	1
"M5"	"REACTOME_ION_CHANNEL_TRANSPORT"	"REACTOME_ION_CHANNEL_TRANSPORT"	"1/26"	"183/10646"	0.363231473363452	0.419672235791805	0.293328804806061	"TRDN"	1
"M5"	"REACTOME_TRANSPORT_TO_THE_GOLGI_AND_SUBSEQUENT_MODIFICATION"	"REACTOME_TRANSPORT_TO_THE_GOLGI_AND_SUBSEQUENT_MODIFICATION"	"1/26"	"186/10646"	0.367967146621435	0.419672235791805	0.293328804806061	"FOLR1"	1
"M5"	"REACTOME_SUMOYLATION"	"REACTOME_SUMOYLATION"	"1/26"	"187/10646"	0.369538165186238	0.419672235791805	0.293328804806061	"TFAP2C"	1
"M5"	"REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS"	"REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS"	"1/26"	"189/10646"	0.372668945383123	0.419672235791805	0.293328804806061	"LRAT"	1
"M5"	"REACTOME_MUSCLE_CONTRACTION"	"REACTOME_MUSCLE_CONTRACTION"	"1/26"	"195/10646"	0.381971848606564	0.426307866748397	0.297966761600985	"TRDN"	1
"M5"	"REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS"	"REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS"	"1/26"	"198/10646"	0.386573413842192	0.427625457790036	0.298887688392194	"APLNR"	1
"M5"	"REACTOME_G_ALPHA_Q_SIGNALLING_EVENTS"	"REACTOME_G_ALPHA_Q_SIGNALLING_EVENTS"	"1/26"	"216/10646"	0.413498672987907	0.450295554486131	0.31473289281978	"P2RY2"	1
"M5"	"REACTOME_KERATINIZATION"	"REACTOME_KERATINIZATION"	"1/26"	"217/10646"	0.414960708894169	0.450295554486131	0.31473289281978	"KRT7"	1
"M5"	"REACTOME_ESR_MEDIATED_SIGNALING"	"REACTOME_ESR_MEDIATED_SIGNALING"	"1/26"	"219/10646"	0.417874274563129	0.450295554486131	0.31473289281978	"EGF"	1
"M5"	"REACTOME_TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT"	"REACTOME_TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT"	"1/26"	"232/10646"	0.436475163918096	0.466319619570616	0.325932870941988	"SFRP2"	1
"M5"	"REACTOME_SIGNALING_BY_NOTCH"	"REACTOME_SIGNALING_BY_NOTCH"	"1/26"	"245/10646"	0.454503846724262	0.481465939326549	0.336519351276661	"EGF"	1
"M5"	"REACTOME_CHROMATIN_MODIFYING_ENZYMES"	"REACTOME_CHROMATIN_MODIFYING_ENZYMES"	"1/26"	"272/10646"	0.490192588770666	0.514908181481792	0.359893718425168	"PRDM16"	1
"M5"	"REACTOME_SIGNALING_BY_NUCLEAR_RECEPTORS"	"REACTOME_SIGNALING_BY_NUCLEAR_RECEPTORS"	"1/26"	"295/10646"	0.518813370742913	0.540430594523867	0.377732541856682	"EGF"	1
"M5"	"REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION"	"REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION"	"1/26"	"301/10646"	0.526021681214808	0.543410827701247	0.379815567993293	"COL21A1"	1
"M5"	"REACTOME_ASPARAGINE_N_LINKED_GLYCOSYLATION"	"REACTOME_ASPARAGINE_N_LINKED_GLYCOSYLATION"	"1/26"	"305/10646"	0.530769416093686	0.543821123046809	0.380102342845349	"FOLR1"	1
"M5"	"REACTOME_G_ALPHA_I_SIGNALLING_EVENTS"	"REACTOME_G_ALPHA_I_SIGNALLING_EVENTS"	"1/26"	"314/10646"	0.541285207021164	0.550086592501183	0.384481576232406	"APLNR"	1
"M5"	"REACTOME_SIGNALING_BY_WNT"	"REACTOME_SIGNALING_BY_WNT"	"1/26"	"329/10646"	0.558309854181525	0.56281235300557	0.393376213048103	"SFRP2"	1
"M5"	"REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES"	"REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES"	"1/26"	"374/10646"	0.605816208951057	0.605816208951057	0.42343364499316	"DUOX1"	1
"M6"	"REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION"	"REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION"	"8/46"	"301/10646"	3.80886033610878e-05	0.00556093609071881	0.005091844870377	"TNR/COL20A1/ACAN/FBN3/EMILIN3/CDH1/COL19A1/COL2A1"	8
"M6"	"REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX"	"REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX"	"5/46"	"140/10646"	0.000325355048074028	0.0237509185094041	0.021747416371264	"ACAN/FBN3/CDH1/COL19A1/COL2A1"	5
"M6"	"REACTOME_NCAM1_INTERACTIONS"	"REACTOME_NCAM1_INTERACTIONS"	"3/46"	"42/10646"	0.000770289314326162	0.0322404998831502	0.0295208614647446	"CACNA1G/GDNF/COL2A1"	3
"M6"	"REACTOME_COLLAGEN_CHAIN_TRIMERIZATION"	"REACTOME_COLLAGEN_CHAIN_TRIMERIZATION"	"3/46"	"44/10646"	0.00088330136666165	0.0322404998831502	0.0295208614647446	"COL20A1/COL19A1/COL2A1"	3
"M6"	"REACTOME_MUSCLE_CONTRACTION"	"REACTOME_MUSCLE_CONTRACTION"	"5/46"	"195/10646"	0.00145955618899314	0.0426190407185997	0.0390239233688693	"NOS1/KCND2/SCN7A/ACTC1/NPPA"	5
"M6"	"REACTOME_CARDIAC_CONDUCTION"	"REACTOME_CARDIAC_CONDUCTION"	"4/46"	"127/10646"	0.00213978900423044	0.0520681991029407	0.0476760006205729	"NOS1/KCND2/SCN7A/NPPA"	4
"M6"	"REACTOME_NCAM_SIGNALING_FOR_NEURITE_OUT_GROWTH"	"REACTOME_NCAM_SIGNALING_FOR_NEURITE_OUT_GROWTH"	"3/46"	"63/10646"	0.00250106606803547	0.0521650922761685	0.0477647203970685	"CACNA1G/GDNF/COL2A1"	3
"M6"	"REACTOME_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES"	"REACTOME_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES"	"3/46"	"67/10646"	0.00298103224390394	0.054403838451247	0.0498146177599738	"COL20A1/COL19A1/COL2A1"	3
"M6"	"REACTOME_ECM_PROTEOGLYCANS"	"REACTOME_ECM_PROTEOGLYCANS"	"3/46"	"76/10646"	0.00425782563651643	0.0690713936590443	0.0632448954196008	"TNR/ACAN/COL2A1"	3
"M6"	"REACTOME_COLLAGEN_FORMATION"	"REACTOME_COLLAGEN_FORMATION"	"3/46"	"90/10646"	0.00682250584529009	0.0996085853412353	0.091206130773878	"COL20A1/COL19A1/COL2A1"	3
"M6"	"REACTOME_ROS_AND_RNS_PRODUCTION_IN_PHAGOCYTES"	"REACTOME_ROS_AND_RNS_PRODUCTION_IN_PHAGOCYTES"	"2/46"	"36/10646"	0.010481342347419	0.139115998429379	0.127380906997341	"NOS1/ATP6V0A4"	2
"M6"	"REACTOME_MOLECULES_ASSOCIATED_WITH_ELASTIC_FIBRES"	"REACTOME_MOLECULES_ASSOCIATED_WITH_ELASTIC_FIBRES"	"2/46"	"38/10646"	0.0116320928302701	0.141523796101619	0.12958559556529	"FBN3/EMILIN3"	2
"M6"	"REACTOME_VOLTAGE_GATED_POTASSIUM_CHANNELS"	"REACTOME_VOLTAGE_GATED_POTASSIUM_CHANNELS"	"2/46"	"43/10646"	0.0147387865186012	0.165527910131983	0.151564849219624	"KCND2/KCNG4"	2
"M6"	"REACTOME_ELASTIC_FIBRE_FORMATION"	"REACTOME_ELASTIC_FIBRE_FORMATION"	"2/46"	"45/10646"	0.0160708984774891	0.167596512693815	0.15345895538655	"FBN3/EMILIN3"	2
"M6"	"REACTOME_COLLAGEN_DEGRADATION"	"REACTOME_COLLAGEN_DEGRADATION"	"2/46"	"64/10646"	0.0310784294260255	0.291801401916321	0.267186575655175	"COL19A1/COL2A1"	2
"M6"	"REACTOME_CELL_CELL_JUNCTION_ORGANIZATION"	"REACTOME_CELL_CELL_JUNCTION_ORGANIZATION"	"2/46"	"65/10646"	0.0319782358264462	0.291801401916321	0.267186575655175	"CDH1/CLDN1"	2
"M6"	"REACTOME_APOPTOTIC_CLEAVAGE_OF_CELL_ADHESION_PROTEINS"	"REACTOME_APOPTOTIC_CLEAVAGE_OF_CELL_ADHESION_PROTEINS"	"1/46"	"11/10646"	0.046537329192768	0.303283032286666	0.277699676282672	"CDH1"	1
"M6"	"REACTOME_CYP2E1_REACTIONS"	"REACTOME_CYP2E1_REACTIONS"	"1/46"	"11/10646"	0.046537329192768	0.303283032286666	0.277699676282672	"CYP2A13"	1
"M6"	"REACTOME_GPCR_LIGAND_BINDING"	"REACTOME_GPCR_LIGAND_BINDING"	"5/46"	"463/10646"	0.0483122316913829	0.303283032286666	0.277699676282672	"GPR17/TRH/SSTR1/GRM7/MC5R"	5
"M6"	"REACTOME_P2Y_RECEPTORS"	"REACTOME_P2Y_RECEPTORS"	"1/46"	"12/10646"	0.0506613802371619	0.303283032286666	0.277699676282672	"GPR17"	1
"M6"	"REACTOME_PHYSIOLOGICAL_FACTORS"	"REACTOME_PHYSIOLOGICAL_FACTORS"	"1/46"	"12/10646"	0.0506613802371619	0.303283032286666	0.277699676282672	"NPPA"	1
"M6"	"REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS"	"REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS"	"2/46"	"85/10646"	0.0519979667562399	0.303283032286666	0.277699676282672	"CDH1/COL2A1"	2
"M6"	"REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS"	"REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS"	"3/46"	"198/10646"	0.0536699846678583	0.303283032286666	0.277699676282672	"TRH/SSTR1/MC5R"	3
"M6"	"REACTOME_CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS"	"REACTOME_CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS"	"4/46"	"331/10646"	0.0538946822772042	0.303283032286666	0.277699676282672	"GPR17/TRH/SSTR1/MC5R"	4
"M6"	"REACTOME_PROTEIN_PROTEIN_INTERACTIONS_AT_SYNAPSES"	"REACTOME_PROTEIN_PROTEIN_INTERACTIONS_AT_SYNAPSES"	"2/46"	"87/10646"	0.0541958961043338	0.303283032286666	0.277699676282672	"SLITRK1/GRIN2D"	2
"M6"	"REACTOME_KERATAN_SULFATE_DEGRADATION"	"REACTOME_KERATAN_SULFATE_DEGRADATION"	"1/46"	"13/10646"	0.0547679794951169	0.303283032286666	0.277699676282672	"ACAN"	1
"M6"	"REACTOME_CELL_JUNCTION_ORGANIZATION"	"REACTOME_CELL_JUNCTION_ORGANIZATION"	"2/46"	"92/10646"	0.0598322843279077	0.303283032286666	0.277699676282672	"CDH1/CLDN1"	2
"M6"	"REACTOME_EICOSANOID_LIGAND_BINDING_RECEPTORS"	"REACTOME_EICOSANOID_LIGAND_BINDING_RECEPTORS"	"1/46"	"15/10646"	0.0629291112258457	0.303283032286666	0.277699676282672	"GPR17"	1
"M6"	"REACTOME_FATTY_ACIDS"	"REACTOME_FATTY_ACIDS"	"1/46"	"15/10646"	0.0629291112258457	0.303283032286666	0.277699676282672	"CYP2A13"	1
"M6"	"REACTOME_YAP1_AND_WWTR1_TAZ_STIMULATED_GENE_EXPRESSION"	"REACTOME_YAP1_AND_WWTR1_TAZ_STIMULATED_GENE_EXPRESSION"	"1/46"	"15/10646"	0.0629291112258457	0.303283032286666	0.277699676282672	"NPPA"	1
"M6"	"REACTOME_NUCLEOTIDE_LIKE_PURINERGIC_RECEPTORS"	"REACTOME_NUCLEOTIDE_LIKE_PURINERGIC_RECEPTORS"	"1/46"	"16/10646"	0.0669837872566623	0.303283032286666	0.277699676282672	"GPR17"	1
"M6"	"REACTOME_POTASSIUM_CHANNELS"	"REACTOME_POTASSIUM_CHANNELS"	"2/46"	"103/10646"	0.0728991523704387	0.303283032286666	0.277699676282672	"KCND2/KCNG4"	2
"M6"	"REACTOME_AFLATOXIN_ACTIVATION_AND_DETOXIFICATION"	"REACTOME_AFLATOXIN_ACTIVATION_AND_DETOXIFICATION"	"1/46"	"19/10646"	0.0790451112739975	0.303283032286666	0.277699676282672	"CYP2A13"	1
