"Module"	"Gene1"	"Gene2"
"M4"	"OSM"	"CTSK"
"M4"	"OSM"	"POU3F4"
"M4"	"ZC3H13"	"ALOX15B"
"M4"	"TEK"	"OXTR"
"M4"	"DARC"	"ALOX15B"
"M4"	"MTRF1"	"ALOX15B"
"M4"	"IL21R"	"NCL"
"M4"	"IL21R"	"DEK"
"M4"	"IL21R"	"PTP4A1"
"M4"	"IL21R"	"SFTPC"
"M4"	"IL21R"	"PGD"
"M4"	"IL21R"	"CREBL2"
"M4"	"SOCS3"	"TOP1MT"
"M4"	"SOCS3"	"GHR"
"M4"	"SOCS3"	"RPS21"
"M4"	"SOCS3"	"EPOR"
"M4"	"SOCS3"	"PSD3"
"M4"	"SOCS3"	"PTP4A1"
"M4"	"SOCS3"	"SNCAIP"
"M4"	"SOCS3"	"DOCK4"
"M4"	"SOCS3"	"SELPLG"
"M4"	"SOCS3"	"MAGT1"
"M4"	"HSF1"	"ALOX15B"
"M4"	"ITGA3"	"ABCC3"
"M4"	"TUBB2A"	"EGR2"
"M4"	"CDKN3"	"C7"
"M4"	"IL6"	"PTP4A1"
"M4"	"IL6"	"PRKAB2"
"M4"	"IL6"	"SIPA1L3"
"M4"	"IL6"	"RIC8A"
"M4"	"IL6"	"DGCR14"
"M4"	"IL6"	"SFTPC"
"M4"	"IL6"	"ASB17"
"M4"	"METTL22"	"ABCC3"
"M4"	"EME2"	"EGR2"
"M4"	"ADCY6"	"GPRC5A"
"M4"	"GZMA"	"ARF6"
"M4"	"GZMA"	"CCL2"
"M4"	"GZMA"	"PTP4A1"
"M4"	"GZMA"	"EREG"
"M4"	"GZMA"	"TIMM50"
"M4"	"GZMA"	"JMY"
"M4"	"GZMA"	"CNKSR2"
"M4"	"GZMA"	"PCDH17"
"M4"	"GZMA"	"RAB3C"
"M4"	"GZMA"	"HNRNPH3"
"M4"	"GZMA"	"LIN52"
"M4"	"GZMA"	"INSR"
"M4"	"GZMA"	"PZP"
"M4"	"GZMA"	"OLIG2"
"M4"	"GZMA"	"CPSF6"
"M4"	"GZMA"	"CSRNP1"
"M4"	"GZMA"	"FCER2"
"M4"	"GZMA"	"DCAF17"
"M4"	"GZMA"	"PDHB"
"M4"	"GZMA"	"ADAM9"
"M4"	"GZMA"	"PPP1R3A"
"M4"	"GZMA"	"ACTR5"
"M4"	"GZMA"	"SUFU"
"M4"	"GZMA"	"SDC4"
"M4"	"GZMA"	"ZNRF2"
"M4"	"GZMA"	"EXOC6"
"M4"	"GZMA"	"CYBB"
"M4"	"GZMA"	"SRI"
"M4"	"GZMA"	"DSCC1"
"M4"	"GZMA"	"SQSTM1"
"M4"	"GZMA"	"BRD4"
"M4"	"GZMA"	"DDR1"
"M4"	"GZMA"	"CRLF1"
"M4"	"GZMA"	"ABCC3"
"M4"	"GZMA"	"UNC5C"
"M4"	"GZMA"	"EPHA3"
"M4"	"GZMA"	"CST7"
"M4"	"GZMA"	"BBS4"
"M4"	"GZMA"	"CILP"
"M4"	"GZMA"	"DUSP2"
"M4"	"RPS6KC1"	"IL1RN"
"M4"	"C9orf89"	"KCNK17"
"M4"	"C9orf89"	"TREM1"
"M4"	"TLN1"	"EGR2"
"M4"	"NPRL3"	"C7"
"M4"	"GALNT5"	"CAMK2A"
"M4"	"GALNT5"	"PTP4A1"
"M4"	"GALNT5"	"ERBB3"
"M4"	"GALNT5"	"NPTN"
"M4"	"GALNT5"	"PSMA6"
"M4"	"GALNT5"	"CNOT6L"
"M4"	"GALNT5"	"FYB"
"M4"	"GALNT5"	"NOSIP"
"M4"	"GALNT5"	"PODXL"
"M4"	"GALNT5"	"BTLA"
"M4"	"GALNT5"	"POLR2J"
"M4"	"GALNT5"	"EIF3L"
"M4"	"RAD9B"	"MXRA5"
"M4"	"MGP"	"EMILIN1"
"M4"	"MGP"	"SYTL4"
"M4"	"MGP"	"PAFAH1B2"
"M4"	"MGP"	"SARNP"
"M4"	"MGP"	"PTP4A1"
"M4"	"MGP"	"CSPG4"
"M4"	"MGP"	"XRCC6"
"M4"	"MGP"	"RNF6"
"M4"	"MGP"	"PLK2"
"M4"	"MGP"	"WISP1"
"M4"	"MGP"	"RRP8"
"M4"	"MGP"	"HLA-A"
"M4"	"MGP"	"IVNS1ABP"
"M4"	"MGP"	"UMOD"
"M4"	"MGP"	"ZNF516"
"M4"	"MGP"	"DUSP23"
"M4"	"MGP"	"ANP32A"
"M4"	"MGP"	"TRIM38"
"M4"	"MGP"	"MIF"
"M4"	"MGP"	"EIF3B"
"M4"	"MGP"	"ROR2"
"M4"	"MGP"	"MTA2"
"M4"	"MGP"	"TBC1D10A"
"M4"	"MGP"	"PATE3"
"M4"	"MGP"	"TRIM7"
"M4"	"MGP"	"CDC23"
"M4"	"MGP"	"REEP1"
"M4"	"MGP"	"MLF2"
"M4"	"HMGN3"	"MXRA5"
"M4"	"TRAF5"	"ALOX15B"
"M4"	"PLA2G2A"	"GCM1"
"M4"	"PLA2G2A"	"GCGR"
"M4"	"PLA2G2A"	"SCGB3A2"
"M4"	"PLA2G2A"	"PTP4A1"
"M4"	"PLA2G2A"	"GIT1"
"M4"	"PLA2G2A"	"NKRF"
"M4"	"PLA2G2A"	"NAP1L4"
"M4"	"PLA2G2A"	"CSPP1"
"M4"	"PLA2G2A"	"APOA5"
"M4"	"VSX2"	"C7"
"M4"	"LIF"	"WNK1"
"M4"	"LIF"	"SLC2A1"
"M4"	"LIF"	"CTNNA1"
"M4"	"LIF"	"KPNA2"
"M4"	"LIF"	"NR2F2"
"M4"	"LIF"	"PDCD5"
"M4"	"LIF"	"RBBP8"
"M4"	"LIF"	"MYO16"
"M4"	"LIF"	"ADAP1"
"M4"	"LIF"	"NEIL1"
"M4"	"LIF"	"A1BG"
"M4"	"LIF"	"FGF8"
"M4"	"LIF"	"CSRP3"
"M4"	"LIF"	"PTP4A1"
"M4"	"LIF"	"RINT1"
"M4"	"LIF"	"TNFRSF21"
"M4"	"LIF"	"RNASEL"
"M4"	"LIF"	"EIF1AX"
"M4"	"LIF"	"DHX33"
"M4"	"LIF"	"LPAR4"
"M4"	"LIF"	"OLIG3"
"M4"	"LIF"	"ATP2A2"
"M4"	"LIF"	"PTN"
"M4"	"LIF"	"ZIC3"
"M4"	"LIF"	"CPSF6"
"M4"	"LIF"	"ATP1A3"
"M4"	"LIF"	"RPL11"
"M4"	"LIF"	"VRK1"
"M4"	"LIF"	"CTSA"
"M4"	"LIF"	"PKN3"
"M4"	"LIF"	"RMND5A"
"M4"	"LIF"	"TCF21"
"M4"	"LIF"	"RELA"
"M4"	"LIF"	"HLTF"
"M4"	"LIF"	"STARD9"
"M4"	"LIF"	"DBF4"
"M4"	"LIF"	"SBK1"
"M4"	"LIF"	"ADRB1"
"M4"	"LIF"	"EXOSC6"
"M4"	"LIF"	"HDAC8"
"M4"	"LIF"	"FXR1"
"M4"	"KRT10"	"COL8A1"
"M4"	"MIA"	"SYTL4"
"M4"	"MIA"	"BTBD2"
"M4"	"MIA"	"KRT12"
"M4"	"LAMA2"	"CLCF1"
"M4"	"LUM"	"CNOT7"
"M4"	"LUM"	"SNRNP27"
"M4"	"LUM"	"APOA4"
"M4"	"LUM"	"REV1"
"M4"	"LUM"	"GBP1"
"M4"	"LUM"	"C6orf106"
"M4"	"LUM"	"SLC12A2"
"M4"	"LUM"	"ABCE1"
"M4"	"LUM"	"PDCD5"
"M4"	"LUM"	"MYOD1"
"M4"	"LUM"	"HMGB3"
"M4"	"LUM"	"ZCCHC11"
"M4"	"LUM"	"SLC3A2"
"M4"	"LUM"	"NPM3"
"M4"	"LUM"	"TTF1"
"M4"	"LUM"	"ID1"
"M4"	"LUM"	"EPN1"
"M4"	"LUM"	"PPP2R5E"
"M4"	"LUM"	"GATA5"
"M4"	"LUM"	"MUSTN1"
"M4"	"LUM"	"NMT2"
"M4"	"LUM"	"SGCA"
"M4"	"LUM"	"PSMB3"
"M4"	"LUM"	"HIST1H3J"
"M4"	"LUM"	"IGFALS"
"M4"	"LUM"	"SS18"
"M4"	"LUM"	"IRF2BPL"
"M4"	"LUM"	"NAA50"
"M4"	"LUM"	"FGF8"
"M4"	"LUM"	"CBLL1"
"M4"	"LUM"	"KLHDC9"
"M4"	"LUM"	"PTP4A1"
"M4"	"LUM"	"PABPC3"
"M4"	"LUM"	"EIF3H"
"M4"	"LUM"	"MTHFD2"
"M4"	"LUM"	"EIF1AX"
"M4"	"LUM"	"FGF19"
"M4"	"LUM"	"CEP97"
"M4"	"LUM"	"SPZ1"
"M4"	"LUM"	"TMEM207"
"M4"	"LUM"	"FAM84B"
"M4"	"LUM"	"MICALCL"
"M4"	"LUM"	"AZI2"
"M4"	"FCGR2B"	"AP3S1"
"M4"	"FCGR2B"	"EFNA3"
"M4"	"FCGR2B"	"SEMG1"
"M4"	"FCGR2B"	"HIPK3"
"M4"	"FCGR2B"	"PTP4A1"
"M4"	"FCGR2B"	"TBKBP1"
"M4"	"FCGR2B"	"NDUFA4L2"
"M4"	"FCGR2B"	"EXTL1"
"M4"	"FCGR2B"	"EARS2"
"M4"	"FCGR2B"	"PHACTR2"
"M4"	"FCGR2B"	"ZFP30"
"M4"	"FCGR2B"	"ANKRD2"
"M4"	"FCGR2B"	"KRT82"
"M4"	"FCGR2B"	"EPB41L4A-AS2"
"M4"	"FCGR2B"	"RGS1"
"M4"	"FCGR2B"	"SMN2"
"M4"	"FCGR2B"	"COMT"
"M4"	"FCGR2B"	"MISP"
"M4"	"FCGR2B"	"KLF5"
"M4"	"FCGR2B"	"ANKRD1"
"M4"	"FCGR2B"	"FAM114A1"
"M4"	"ADRA2B"	"EGR2"
"M4"	"NFATC4"	"FCER1A"
"M4"	"UPK2"	"SERPINA5"
"M4"	"CCL7"	"EGR2"
"M4"	"POU3F1"	"TNFAIP6"
"M4"	"GNA12"	"COL8A1"
"M4"	"PLAU"	"PTP4A1"
"M4"	"PLAU"	"IL18BP"
"M4"	"PLAU"	"GLMN"
"M4"	"PLAU"	"SGCE"
"M4"	"PLAU"	"YBX1"
"M4"	"PLAU"	"SNAI1"
"M4"	"PLAU"	"BORA"
"M4"	"PLAU"	"ARID5B"
"M4"	"PLAU"	"LHX9"
"M4"	"PLAU"	"CYP2C19"
"M4"	"PLAU"	"IFT172"
"M4"	"PLAU"	"OASL"
"M4"	"PLAU"	"SIK1"
"M4"	"PLAU"	"SRCAP"
"M4"	"PLAU"	"IGHMBP2"
"M4"	"GCGR"	"ABCC3"
"M4"	"PARP2"	"GPRC5A"
"M4"	"SERPINA3"	"KPNA3"
"M4"	"SERPINA3"	"SLC12A2"
"M4"	"SERPINA3"	"PTP4A1"
"M4"	"SERPINA3"	"LATS1"
"M4"	"SERPINA3"	"SDHB"
"M4"	"SERPINA3"	"EIF4B"
"M4"	"SERPINA3"	"HIST2H2AA4"
"M4"	"SERPINA3"	"KDM5B"
"M4"	"SERPINA3"	"ABCG8"
"M4"	"SERPINA3"	"APBB1IP"
"M4"	"SERPINA3"	"CASP8"
"M4"	"SERPINA3"	"SGCE"
"M4"	"SERPINA3"	"FIGF"
"M4"	"SERPINA3"	"HSPA2"
"M4"	"SERPINA3"	"RIMS4"
"M4"	"SERPINA3"	"SRCIN1"
"M4"	"SERPINA3"	"TCP11L1"
"M4"	"SERPINA3"	"CHORDC1"
"M4"	"SERPINA3"	"MLNR"
"M4"	"SERPINA3"	"PI4K2B"
"M4"	"SERPINA3"	"EPHA2"
"M4"	"SERPINA3"	"RSPO1"
"M4"	"SERPINA3"	"CCDC158"
"M4"	"SERPINA3"	"CSN1S1"
"M4"	"SERPINA3"	"GIMAP8"
"M4"	"PYY"	"IL1RN"
"M4"	"APOB"	"FCER1A"
"M4"	"APOB"	"C7"
"M4"	"MOB1A"	"CFI"
"M4"	"ALDOB"	"NPTX2"
"M4"	"CD3G"	"AMIGO3"
"M4"	"CD3G"	"REV1"
"M4"	"CD3G"	"SRSF9"
"M4"	"CD3G"	"HACE1"
"M4"	"CD3G"	"EXOC5"
"M4"	"CD3G"	"NAMPT"
"M4"	"CD3G"	"CDX1"
"M4"	"CD3G"	"TCEA1"
"M4"	"CD3G"	"DHRS13"
"M4"	"CD3G"	"VEZF1"
"M4"	"CD3G"	"ITGB1BP1"
"M4"	"CD3G"	"HMG20A"
"M4"	"CD3G"	"TMEM132C"
"M4"	"SPARC"	"PLA2G5"
"M4"	"HIST1H2BN"	"ABCC3"
"M4"	"LRPPRC"	"HLA-DQB2"
"M4"	"MMP7"	"EMILIN1"
"M4"	"MMP7"	"BCAR3"
"M4"	"MMP7"	"SNRNP27"
"M4"	"MMP7"	"USP22"
"M4"	"MMP7"	"ZFR"
"M4"	"MMP7"	"KLC2"
"M4"	"MMP7"	"SLC3A2"
"M4"	"MMP7"	"CAMK2A"
"M4"	"MMP7"	"CENPJ"
"M4"	"MMP7"	"TRAPPC5"
"M4"	"MMP7"	"CREB3L1"
"M4"	"MMP7"	"SEMG1"
"M4"	"MMP7"	"FGF8"
"M4"	"MMP7"	"SCGB3A2"
"M4"	"MMP7"	"CSRP3"
"M4"	"MMP7"	"MPPED1"
"M4"	"MMP7"	"PTP4A1"
"M4"	"MMP7"	"TGFBRAP1"
"M4"	"MMP7"	"LARP1"
"M4"	"MMP7"	"CASP3"
"M4"	"MMP7"	"RXFP1"
"M4"	"MMP7"	"SLC4A3"
"M4"	"MMP7"	"SLC23A3"
"M4"	"MMP7"	"TSSK2"
"M4"	"MMP7"	"PPP1R2"
"M4"	"MMP7"	"HOXC8"
"M4"	"MMP7"	"CASP14"
"M4"	"MMP7"	"PRKAB2"
"M4"	"MMP7"	"SIPA1L3"
"M4"	"MMP7"	"SEL1L"
"M4"	"MMP7"	"CHCHD4"
"M4"	"MMP7"	"CSPG4"
"M4"	"MMP7"	"STK19"
"M4"	"MMP7"	"PTN"
"M4"	"MMP7"	"CNOT6"
"M4"	"MMP7"	"SH2D1A"
"M4"	"MMP7"	"PTS"
"M4"	"MMP7"	"PDCD1"
"M4"	"MMP7"	"H3F3A"
"M4"	"MMP7"	"PDP1"
"M4"	"MMP7"	"CHD6"
"M4"	"MMP7"	"CEACAM6"
"M4"	"MMP7"	"COPS7B"
"M4"	"MMP7"	"KLK2"
"M4"	"MMP7"	"GRHL2"
"M4"	"MMP7"	"ZNF639"
"M4"	"MMP7"	"LSAMP"
"M4"	"MMP7"	"TESK2"
"M4"	"MMP7"	"TROAP"
"M4"	"MMP7"	"UHMK1"
"M4"	"MMP7"	"RFXAP"
"M4"	"MMP7"	"UBE2L6"
"M4"	"MMP7"	"CNTFR"
"M4"	"MMP7"	"LPP"
"M4"	"MMP7"	"KISS1R"
"M4"	"MMP7"	"VPS28"
"M4"	"MMP7"	"APBB1IP"
"M4"	"MMP7"	"GZMM"
"M4"	"MMP7"	"FBXO22"
"M4"	"MMP7"	"CD2AP"
"M4"	"MMP7"	"ANKRD27"
"M4"	"MMP7"	"RAB11FIP5"
"M4"	"MMP7"	"CDC25C"
"M4"	"MMP7"	"DGCR14"
"M4"	"MMP7"	"IL1RAP"
"M4"	"MMP7"	"FKBP5"
"M4"	"MMP7"	"BAIAP2L1"
"M4"	"MMP7"	"TIGIT"
"M4"	"MMP7"	"PALB2"
"M4"	"MMP7"	"EXD1"
"M4"	"MMP7"	"ZBTB20"
"M4"	"MMP7"	"CUTA"
"M4"	"MMP7"	"MTCH2"
"M4"	"MMP7"	"LMBRD1"
"M4"	"MMP7"	"GTDC1"
"M4"	"MMP7"	"NCR3LG1"
"M4"	"MMP7"	"HSF4"
"M4"	"MMP7"	"IFNW1"
"M4"	"MYO1F"	"COL8A1"
"M4"	"TRIM22"	"C7"
"M4"	"CSRP2BP"	"IL2RA"
"M4"	"ALOX15B"	"HOOK2"
"M4"	"ALOX15B"	"RPL8"
"M4"	"ALOX15B"	"CCP110"
"M4"	"ALOX15B"	"PTP4A1"
"M4"	"ALOX15B"	"PRKAB2"
"M4"	"ALOX15B"	"CENPF"
"M4"	"ALOX15B"	"HSD17B4"
"M4"	"ALOX15B"	"FBXW11"
"M4"	"ALOX15B"	"DNAJC11"
"M4"	"ALOX15B"	"CDH1"
"M4"	"ALOX15B"	"YOD1"
"M4"	"ALOX15B"	"SDHA"
"M4"	"ALOX15B"	"SLC45A1"
"M4"	"ALOX15B"	"RPS6KA4"
"M4"	"ALOX15B"	"SCFD2"
"M4"	"ALOX15B"	"NPR2"
"M4"	"ALOX15B"	"ZNF532"
"M4"	"ALOX15B"	"MAP1LC3B"
"M4"	"ALOX15B"	"ARID4A"
"M4"	"ALOX15B"	"PGAM5"
"M4"	"TACR1"	"CD163"
"M4"	"COG1"	"CCL2"
"M4"	"COG1"	"NPTX2"
"M4"	"COG1"	"LRRC15"
"M4"	"DYRK2"	"TNFAIP6"
"M4"	"DYRK2"	"CXCR6"
"M4"	"IGFBP5"	"SERPINA5"
"M4"	"ASB4"	"IL1RN"
"M4"	"ARF6"	"CD163"
"M4"	"PTPN21"	"EVA1A"
"M4"	"HLA-DRB5"	"PTP4A1"
"M4"	"HLA-DRB5"	"RGS6"
"M4"	"HLA-DRB5"	"PLEKHG2"
"M4"	"HLA-DRB5"	"SMYD5"
"M4"	"HLA-DRB5"	"MLF1"
"M4"	"HLA-DRB5"	"VIP"
"M4"	"HLA-DRB5"	"ACAD10"
"M4"	"HLA-DRB5"	"MOK"
"M4"	"HLA-DRB5"	"FPR2"
"M4"	"HLA-DRB5"	"ZNF174"
"M4"	"HLA-DRB5"	"MB"
"M4"	"HLA-DRB5"	"FOXJ3"
"M4"	"HLA-DRB5"	"YME1L1"
"M4"	"HLA-DRB5"	"TBC1D20"
"M4"	"HLA-DRB5"	"AMACR"
"M4"	"HLA-DRB5"	"PGGT1B"
"M4"	"HLA-DRB5"	"POLR3A"
"M4"	"HLA-DRB5"	"CEP57L1"
"M4"	"HLA-DRB5"	"ARHGEF9"
"M4"	"CCL2"	"ABCE1"
"M4"	"CCL2"	"ACKR3"
"M4"	"CCL2"	"MYO16"
"M4"	"CCL2"	"EPN1"
"M4"	"CCL2"	"VAMP3"
"M4"	"CCL2"	"CCR4"
"M4"	"CCL2"	"NEIL1"
"M4"	"CCL2"	"PRF1"
"M4"	"CCL2"	"CSRP3"
"M4"	"CCL2"	"PTP4A1"
"M4"	"CCL2"	"TAPBP"
"M4"	"CCL2"	"MMACHC"
"M4"	"CCL2"	"PRKAB2"
"M4"	"CCL2"	"SIPA1L3"
"M4"	"CCL2"	"BCAP29"
"M4"	"CCL2"	"ITGB3"
"M4"	"CCL2"	"BHLHB9"
"M4"	"CCL2"	"CTBS"
"M4"	"CCL2"	"PABPC3"
"M4"	"CCL2"	"RAB5B"
"M4"	"CCL2"	"CSPG4"
"M4"	"CCL2"	"STK19"
"M4"	"CCL2"	"ANG"
"M4"	"CCL2"	"MAGEB18"
"M4"	"CCL2"	"ATP6V1G1"
"M4"	"CCL2"	"ATOX1"
"M4"	"CCL2"	"BIRC5"
"M4"	"CCL2"	"F11R"
"M4"	"CCL2"	"C18orf32"
"M4"	"CCL2"	"ARPC1B"
"M4"	"CCL2"	"ELOVL7"
"M4"	"CCL2"	"FBXL4"
"M4"	"CCL2"	"CNTLN"
"M4"	"CCL2"	"FAM83G"
"M4"	"CCL2"	"FCGRT"
"M4"	"CCL2"	"EPHA1"
"M4"	"CCL2"	"WSB2"
"M4"	"CCL2"	"TSNAX"
"M4"	"CCL2"	"WDR48"
"M4"	"CCL2"	"VASP"
"M4"	"CCL2"	"PALLD"
"M4"	"CCL2"	"WFDC5"
"M4"	"CCL2"	"KDM5A"
"M4"	"CCL2"	"FBLN5"
"M4"	"CCL2"	"SNAPC4"
"M4"	"CCL2"	"EEF1B2"
"M4"	"CCL2"	"UBE2L6"
"M4"	"CCL2"	"CNTFR"
"M4"	"CCL2"	"LPP"
"M4"	"CCL2"	"VPS28"
"M4"	"CCL2"	"PPL"
"M4"	"CCL2"	"KDM3A"
"M4"	"CCL2"	"AGRN"
"M4"	"CCL2"	"DGCR14"
"M4"	"CCL2"	"REG1A"
"M4"	"CCL2"	"CYP11A1"
"M4"	"CCL2"	"BAIAP2L1"
"M4"	"CCL2"	"KIFC1"
"M4"	"CCL2"	"SLC1A1"
"M4"	"CCL2"	"PDE6D"
"M4"	"CCL2"	"GDNF"
"M4"	"CCL2"	"HCRTR1"
"M4"	"CCL2"	"GJB5"
"M4"	"CCL2"	"GHRHR"
"M4"	"CCL2"	"RNF17"
"M4"	"CCL2"	"TOM1L2"
"M4"	"CCL2"	"ELF5"
"M4"	"CCL2"	"C12orf57"
"M4"	"CCL2"	"ZFP36"
"M4"	"CCL2"	"ZNF337"
"M4"	"CCL2"	"EPSTI1"
"M4"	"CCL2"	"KCNJ12"
"M4"	"CCL2"	"TNK2"
"M4"	"CCL2"	"DCST2"
"M4"	"CCL2"	"RPL13"
"M4"	"CCL2"	"DNAJC19"
"M4"	"CCL2"	"USP24"
"M4"	"CCL2"	"TBCA"
"M4"	"CCL2"	"TMEM54"
"M4"	"CCL2"	"ZCCHC4"
"M4"	"CCL2"	"MAP4"
"M4"	"CCL2"	"SMIM12"
"M4"	"CCL2"	"NEDD4"
"M4"	"CCL2"	"RNF135"
"M4"	"MAD2L2"	"IGLL5"
"M4"	"CIC"	"EVA1A"
"M4"	"BRCA2"	"C7"
"M4"	"MECR"	"EVA1A"
"M4"	"PARP3"	"MXRA5"
"M4"	"HMGA2"	"CTNNA1"
"M4"	"HMGA2"	"PTP4A1"
"M4"	"HMGA2"	"TRPC3"
"M4"	"HMGA2"	"TTLL5"
"M4"	"HMGA2"	"NECAB2"
"M4"	"HMGA2"	"EFEMP1"
"M4"	"HMGA2"	"MRPS11"
"M4"	"HMGA2"	"C10orf54"
"M4"	"HMGA2"	"RNF150"
"M4"	"HMGA2"	"HIST1H2BC"
"M4"	"HMGA2"	"TMEM59L"
"M4"	"HMGA2"	"ZNF676"
"M4"	"HMGA2"	"ZBTB12"
"M4"	"HMGA2"	"PSMC4"
"M4"	"HMGA2"	"FBXL13"
"M4"	"HMGA2"	"PIK3R6"
"M4"	"HMGA2"	"USP44"
"M4"	"HMGA2"	"NFATC1"
"M4"	"HMGA2"	"CEP135"
"M4"	"HMGA2"	"MAST4"
"M4"	"HMGA2"	"FAHD1"
"M4"	"HMGA2"	"CLPTM1"
"M4"	"HMGA2"	"CD300LB"
"M4"	"HMGA2"	"DDX4"
"M4"	"HMGA2"	"DPYSL4"
"M4"	"HMGA2"	"HSPB11"
"M4"	"CARD8"	"IL1RN"
"M4"	"PER3"	"S100A3"
"M4"	"MAGEH1"	"COL8A1"
"M4"	"HOOK2"	"KCNK17"
"M4"	"HOOK2"	"NPTX2"
"M4"	"CTNNA1"	"SPOCD1"
"M4"	"SIGLEC8"	"EVA1A"
"M4"	"PRDX5"	"SERPINA5"
"M4"	"PRDX5"	"COL8A1"
"M4"	"JUN"	"EGR2"
"M4"	"NCOA4"	"SERPINA5"
"M4"	"PADI4"	"ABCC3"
"M4"	"NR2C2AP"	"CD163"
"M4"	"ZNHIT3"	"IGLL5"
"M4"	"DR1"	"COL8A1"
"M4"	"COMMD1"	"FCER1A"
"M4"	"PPP2R5A"	"UBD"
"M4"	"BCAR3"	"EVA1A"
"M4"	"ZMYM3"	"INMT"
"M4"	"SNRNP27"	"NGFR"
"M4"	"APOA4"	"EVA1A"
"M4"	"REV1"	"CLCF1"
"M4"	"PLG"	"COL8A1"
"M4"	"KPNA2"	"IL1RN"
"M4"	"ZFP91"	"SERPINA5"
"M4"	"ZFP91"	"COL8A1"
"M4"	"MAPK8"	"SERPINA5"
"M4"	"MAPK8"	"EVA1A"
"M4"	"SERPINA5"	"OGG1"
"M4"	"SERPINA5"	"MPPED1"
"M4"	"SERPINA5"	"PTP4A1"
"M4"	"SERPINA5"	"LARP1"
"M4"	"SERPINA5"	"POLR1D"
"M4"	"SERPINA5"	"CSMD1"
"M4"	"SERPINA5"	"NCBP2"
"M4"	"SERPINA5"	"TBCB"
"M4"	"SERPINA5"	"CUL2"
"M4"	"SERPINA5"	"TRPC7"
"M4"	"SERPINA5"	"COL4A2"
"M4"	"SERPINA5"	"RHOT1"
"M4"	"SERPINA5"	"ITIH4"
"M4"	"SERPINA5"	"FMO3"
"M4"	"SERPINA5"	"SPTBN1"
"M4"	"SERPINA5"	"PTCHD2"
"M4"	"SERPINA5"	"SERINC3"
"M4"	"SERPINA5"	"CES3"
"M4"	"SERPINA5"	"SCIMP"
"M4"	"SERPINA5"	"PLD4"
"M4"	"SERPINA5"	"PASD1"
"M4"	"SERPINA5"	"MED13L"
"M4"	"SERPINA5"	"CCPG1"
"M4"	"SERPINA5"	"ERH"
"M4"	"SERPINA5"	"ABCF1"
"M4"	"SERPINA5"	"PAICS"
"M4"	"SERPINA5"	"ZMYND10"
"M4"	"SERPINA5"	"ATF6"
"M4"	"SERPINA5"	"STK17B"
"M4"	"SERPINA5"	"PTOV1"
"M4"	"SERPINA5"	"PAEP"
"M4"	"SERPINA5"	"GTPBP8"
"M4"	"SERPINA5"	"RNF126"
"M4"	"SERPINA5"	"IFNAR2"
"M4"	"SERPINA5"	"GYPA"
"M4"	"SERPINA5"	"METTL2A"
"M4"	"SERPINA5"	"SLITRK4"
"M4"	"SERPINA5"	"TNFSF15"
"M4"	"SERPINA5"	"WDR60"
"M4"	"SERPINA5"	"PEX6"
"M4"	"SERPINA5"	"CSDC2"
"M4"	"SERPINA5"	"FBXW4"
"M4"	"SERPINA5"	"TOLLIP"
"M4"	"SERPINA5"	"MSX2"
"M4"	"SERPINA5"	"METTL20"
"M4"	"SERPINA5"	"MRPS34"
"M4"	"SERPINA5"	"C2orf42"
"M4"	"CD163"	"ADAP1"
"M4"	"CD163"	"KLHDC9"
"M4"	"CD163"	"LARP1"
"M4"	"CD163"	"SH3YL1"
"M4"	"CD163"	"DPF1"
"M4"	"CD163"	"CNTFR"
"M4"	"CD163"	"FLT1"
"M4"	"CD163"	"SGOL2"
"M4"	"CD163"	"EYA2"
"M4"	"CD163"	"PLK2"
"M4"	"CD163"	"TRPC3"
"M4"	"CD163"	"NECAB2"
"M4"	"CD163"	"EFEMP1"
"M4"	"CD163"	"CUL2"
"M4"	"CD163"	"NOMO1"
"M4"	"CD163"	"PPP2CB"
"M4"	"CD163"	"DRAP1"
"M4"	"CD163"	"SAA1"
"M4"	"CD163"	"C8orf34"
"M4"	"CD163"	"PRKACG"
"M4"	"CD163"	"KLK9"
"M4"	"CD163"	"TNS1"
"M4"	"CD163"	"NARFL"
"M4"	"CD163"	"VAT1L"
"M4"	"CD163"	"TBCE"
"M4"	"CD163"	"CHD1"
"M4"	"CD163"	"PRTFDC1"
"M4"	"CD163"	"HMGCS1"
"M4"	"CD163"	"UBE2G1"
"M4"	"CD163"	"GNAT3"
"M4"	"CD163"	"PLIN2"
"M4"	"CD163"	"JMJD6"
"M4"	"CD163"	"GP5"
"M4"	"CD163"	"RYR1"
"M4"	"CD163"	"NR2C2"
"M4"	"CD163"	"MAF"
"M4"	"CD163"	"ATRN"
"M4"	"CD163"	"FUT1"
"M4"	"CD163"	"USH1G"
"M4"	"CD163"	"HHLA3"
"M4"	"CD163"	"IL20"
"M4"	"CD163"	"PIGH"
"M4"	"CD163"	"ASB6"
"M4"	"CD163"	"COPS4"
"M4"	"CD163"	"VAC14"
"M4"	"CD163"	"CHMP2B"
"M4"	"CD163"	"SCAMP4"
"M4"	"CD163"	"ZBTB17"
"M4"	"CD163"	"AMPD2"
"M4"	"CD163"	"DNASE1L2"
"M4"	"CD163"	"SH3GL3"
"M4"	"CD163"	"CRTC1"
"M4"	"CD163"	"MGA"
"M4"	"CD163"	"PLEKHB1"
"M4"	"CD163"	"NAA15"
"M4"	"CD163"	"PNKP"
"M4"	"CD163"	"CACNG3"
